RPT_DT,Latitude,Longitude
12/25/2021,40.74849774,-73.86354576
12/29/2021,40.86616268,-73.90269845
12/26/2021,40.63508231,-73.88759315
12/30/2021,40.67911765,-73.93989349
12/29/2021,40.73381985,-73.87163312
12/30/2021,40.82354469,-73.83640161
12/22/2021,40.75043077,-73.98928218
12/28/2021,40.71997167,-73.84423529
12/27/2021,40.71461714,-74.01144362
12/23/2021,40.67320099,-73.95416022
12/27/2021,40.65732259,-73.91196657
12/24/2021,40.85592989,-73.89579448
12/28/2021,40.72637978,-73.97872217
12/26/2021,40.75823237,-73.97743058
12/25/2021,40.72979816,-73.86162126
12/26/2021,40.78248481,-73.95763452
12/22/2021,40.75986976,-73.82897041
12/31/2021,40.67216369,-73.76660965
12/30/2021,40.82613015,-73.89533168
12/23/2021,40.68888508,-73.98993751
12/25/2021,40.73374316,-74.00199683
12/22/2021,40.79829255,-73.94082247
12/23/2021,40.74525274,-73.87006287
12/24/2021,40.80959684,-73.9497856
12/29/2021,40.65388611,-73.95449784
12/26/2021,40.84806094,-73.93782516
12/22/2021,40.85724063,-73.93065531
12/26/2021,40.6513101,-73.93954014
12/24/2021,40.80959684,-73.9497856
12/28/2021,40.74978206,-73.87294858
12/26/2021,40.86015845,-73.93099932
12/23/2021,40.88837699,-73.86353351
12/28/2021,40.75579401,-73.77765403
12/27/2021,40.67989701,-73.9665112
12/31/2021,40.813262,-73.90710729
12/29/2021,40.73339395,-73.95478634
12/30/2021,40.61941436,-73.96219021
12/23/2021,40.82206023,-73.92399695
12/31/2021,40.74807005,-73.86165909
12/23/2021,40.61883577,-74.02586789
